RK,Team,Total Points,Previous Points,+/-,More
119,Azerbaijan,387,388,-1,
120,Lesotho,386,383,3,
121,Benin,384,379,5,
122,Northern Ireland,383,389,-6,
123,Mauritius,380,379,1,
124,Barbados,377,386,-9,
125,Panama,368,373,-5,
126,Faroe Islands,367,370,-3,
127,India,366,367,-1,
127,Mozambique,366,364,2,
129,Malta,353,356,-3,
130,Ethiopia,351,342,9,
130,St. Lucia,351,372,-21,
132,Yemen,350,349,1,
133,Tahiti,347,354,-7,
134,St. Kitts and Nevis,344,355,-11,
135,Sri Lanka,331,296,35,
136,Kazakhstan,327,336,-9,
137,Tajikistan,325,218,107,
138,Gambia,321,321,-,
139,Palestine,316,322,-6,
140,Myanmar,313,321,-8,
141,Maldives,312,264,48,
142,Hong Kong,310,331,-21,
143,Cape Verde Islands,309,324,-15,
144,Namibia,308,317,-9,
145,Burundi,297,306,-9,
146,Sierra Leone,295,298,-3,
147,Andorra,294,296,-2,
148,Liechtenstein,287,286,1,
149,Fiji,286,291,-5,
150,Chinese Taipei,283,215,68,
151,Bangladesh,268,282,-14,
152,Chad,258,258,-,
153,Luxembourg,256,259,-3,
154,Grenada,251,264,-13,
155,Eritrea,250,255,-5,
156,Solomon Islands,247,251,-4,
157,Kyrgyz Republic,243,168,75,
158,Suriname,234,243,-9,
159,Tanzania,233,233,-,
160,Equatorial Guinea,227,208,19,
160,Vanuatu,227,227,-,
162,San Marino,216,220,-4,
163,Seychelles,213,213,-,
164,Niger,211,211,-,
165,Mauritania,209,208,1,
165,Nepal,209,211,-2,
167,Laos,204,205,-1,
168,Pakistan,203,215,-12,
169,St. Vincent and the Grenadines,199,212,-13,
170,Antigua and Barbuda,185,202,-17,
171,Dominican Republic,182,191,-9,
172,Papua New Guinea,171,174,-3,
173,Nicaragua,168,179,-11,
174,Belize,163,169,-6,
175,British Virgin Islands,161,167,-6,
176,Samoa,160,167,-7,
177,Central African Republic,154,154,-,
178,Cambodia,148,173,-25,
179,Mongolia,141,142,-1,
180,Tonga,136,139,-3,
181,Cayman Islands,135,162,-27,
182,Guyana,134,140,-6,
183,Bermuda,131,136,-5,
184,Macau,122,123,-1,
185,Dominica,117,126,-9,
186,Guinea-Bissau,116,119,-3,
187,Bhutan,112,112,-,
188,Philippines,106,117,-11,
189,Cook Islands,99,103,-4,
191,Somalia,97,93,4,
192,Sao Tome e Principe,93,82,11,
193,Bahamas,88,92,-4,
194,Brunei Darussalam,80,81,-1,
195,Aruba,69,72,-3,
196,Afghanistan,66,48,18,
197,Djibouti,54,56,-2,
198,Anguilla,52,54,-2,
199,US Virgin Islands,42,44,-2,
200,Puerto Rico,38,40,-2,
201,Guam,19,19,-,
202,American Samoa,17,18,-1,
203,Turks and Caicos Islands,14,14,-,
204,Montserrat,7,7,-,
