Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,2024-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,
El Salvador,SLV,GNI (current US$),NY.GNP.MKTP.CD,,,,,,869920000,922120000,967120000,1000760100,1040000000,1123320000,1175480000,1251040000,1426240000,1631120000,1843800100,2313040100,2913960100,3075680000,3423199900,3490159900,3337200200,3280000000,3375638500,3527888000,3683654700,3654968500,3835248900,4069280700,4250907600,4689782204,5109572400,5705749300,6567739200,7587384000,8826057100,9464957800,10058405900,10773659900,11002097000,11531827700,12016833600,12340790300,12820792200,13266960900,14207700000,15562370000,16555500000,17597840000,17045650000,17909710000,19665540000,20515590000,21000760000,21558030000,22346390000,22945050000,23591570000,24550760000,25540040000,23543800000,27355140000,30006450000,31873990000,
San Marino,SMR,GNI (current US$),NY.GNP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1416000452.19972,1507443555.48994,1479618045.44946,1391542450.36116,1666327362.98048,,,
Somalia,SOM,GNI (current US$),NY.GNP.MKTP.CD,180179811.448075,191365775.61369,203335811.145676,216145935.941626,229235720.145712,243529907.068037,256577758.488897,271375748.089701,285922033.471187,305542857.142857,323276144.857143,331083250.778068,417799724.933293,509228820.504656,470205387.76807,711979977.918983,809440802.382843,498115942.028986,564157458.563536,590419947.506562,602307077.585907,698414711.477489,771093313.466195,733922291.073522,776366718.105695,856420545.746388,882853615.24809,985989786.72274,1048061739.55308,1132788621.3859,970510816.89811,695858667.447368,688491290.545455,1223933015.37439,1431070313.43903,1485049803.47598,1743770936.97058,2134133559.52395,2885986220.21044,2969396374.82967,3333262725.58115,2204458704.51236,2148034707.80258,2782333700.27029,3790631241.11668,4606343446.30112,4951149736.44672,5356068173.37221,5840195887.49132,2915985883.86253,2661757590.86352,2881763046.05489,4013429441.23341,5804021227.393,6506710532.6945,6955707895.09556,7360476838.14154,8219833299.81912,8244121114.5348,9384739811.54057,9166107477.44265,9796698623.6604,10374541202.0389,11635800110.1515,
Serbia,SRB,GNI (current US$),NY.GNP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19390655736.3619,20318643330.6066,16846277457.6271,21835737299.8138,25704171388.4613,19469265691.6697,19403780517.0861,6875616224.89349,12966580780.3668,17051505004.0141,22347136409.576,25925776041.6845,27049351108.7661,31527111152.1495,41831111909.4665,50760930307.6799,44499542768.1909,40930426134.9382,47365226486.1577,41878044815.8703,46496559960.2625,45266921076.7299,37809798925.0669,38446580339.214,41320185766.6447,48055917103.1317,48729143356.5925,51732849140.7583,60666882964.9001,60406396092.9369,71011782270.1303,
Sub-Saharan Africa (excluding high income),SSA,GNI (current US$),NY.GNP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407237223336.852,386631677243.062,443873116930.827,448977027871.824,467987560893.085,445802139520.414,443814721914.67,461345246706.79,428992726381.026,448985253382.154,588749922598.837,724318631291.065,842389931362.557,954586617619.142,1098014328393.49,1203080735806.67,1160554429725.27,1366167485227.32,1535087003746.93,1606194849835.66,1705187417379.77,1802432208055.8,1614903956401.84,1483097363401.43,1575390499828.2,1726706767214.02,1777466302011.38,1680993565876.67,1879802998082.01,1996275054487.02,1980243660847.78,
South Sudan,SSD,GNI (current US$),NY.GNP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8550148979.59184,11486155559.322,17413371593.2203,11954212847.4576,10522802563.6757,,,,,,,,,
Sub-Saharan Africa,SSF,GNI (current US$),NY.GNP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407802299559.832,387230629684.873,444466034249.691,449567287744.178,468664138909.625,446539640523.158,444568860869.082,462073174715.76,429760233343.439,449787777844.531,589559358888.434,725358037556.245,843513468318.493,955821914209.401,1099090719956.64,1203982400842.15,1161350407250.02,1367095508107.92,1536072289658.47,1607281090475.37,1706438192273.97,1803732039946.09,1616253145314.95,1484556694376.6,1576952944645.48,1728405911862.15,1779260326916.51,1682327030223.4,1881227835836.73,1998269618270.78,1982368316616.31,
Small states,SST,GNI (current US$),NY.GNP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,22846734408.9553,24168785515.7571,24172572957.0668,23820166814.0097,24787211695.0772,25169568286.1845,28436319848.2225,33499875516.5365,37169454267.0788,37671396632.9704,43545380343.0376,45708389743.2371,49393690999.2049,48713229399.7572,51643979452.6582,59440424001.7267,62970413445.9648,65116723515.8648,67642644139.4956,70091648806.9284,74231551374.9594,74549814587.9539,80964982072.9306,95456115055.2395,110187660598.214,124666963887.915,139864796289.27,164545902286.905,179535699476.551,158281793638.957,168208459295.199,189256681552.949,193413768140.558,202071688695.951,206846003126.606,192553523950.072,197450740291.463,216559218836.592,234415460359.897,237598960975.197,212936718961.674,245044606810.626,271290777059.723,286829162550.126,
Sao Tome and Principe,STP,GNI (current US$),NY.GNP.MKTP.CD,,,,,,,,,,,39024715.0478456,39105744.6827828,43449361.0183458,58740425.1015615,60634815.8814125,63030391.4213605,54574862.3581842,51605140.5683849,57725854.223248,68958653.556977,85641710.117921,85739194.4729785,79870685.7013652,74153211.3537836,77290243.6275534,82733794.1191532,104368920.896355,110032287.731459,91999492.8870667,92070040.1650908,109272672.476547,96249256.6897919,84945400.0006224,112030829.072197,117635007.125035,91818026.9259094,121815897.500141,82283515.9360581,63842319.6740257,69967360.3917877,69941435.2059595,72802110.8991079,81829137.9324573,99567888.2979696,111486142.041,133523139.391379,145807354.263433,153621432.906188,187949229.959547,200383855.287353,189652123.477976,226030077.537509,228462175.902575,270108831.992698,301248741.524111,263296442.08608,295689564.517576,321612895.939217,385528483.765863,412519329.758976,476007367.238247,527132535.227144,553203711.68161,610775572.407398,
Suriname,SUR,GNI (current US$),NY.GNP.MKTP.CD,78650000,82450000,83900000,74200000,81150000,121050000,152800000,176050000,181200000,189250000,206950000,224750000,245900000,269800000,347300000,452900000,470200000,600700000,698100000,737700000,779500000,900500000,921500000,873500000,865500000,873000000,888500000,976000000,1153000000,540200000,386900000,446100000,403666666.666667,421294117.647059,599992537.313433,688733031.674208,854073881.970385,899810000,1082072500,849453488.372093,899657575.757576,727764220.183486,1050229787.23404,1224978469.8193,1420629114.85004,1753009902.01221,2571880453.40234,2934012021.85792,3553369034.60838,3880209836.06557,4264071651.04609,4160160036.71971,4787510969.69697,5014507666.66667,5170283939.39394,5112937637.76218,3151007316.2156,3197651404.86841,3608718779.30004,3604007073.81563,2446061976.03424,2688234620.49472,3313385964.40684,3474548973.32479,
Slovak Republic,SVK,GNI (current US$),NY.GNP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12010979752.6642,13397145029.5708,14575504095.5497,16399824517.3917,20025616508.8205,25983596078.4314,28166168567.8074,27768722102.6396,29912564045.1952,30333654988.9402,29126157754.2228,30799218081.5174,35211259260.6244,44659473526.1901,55238384392.8306,61209809950.0327,68804090879.9646,84168962676.0438,99157939540.6593,88925939174.2542,89266361508.6168,96477145180.4088,93046097962.1777,98208151922.9999,100294158379.669,86733263300.8359,87583418794.8866,93926182364.7602,104466604126.592,103173702727.27,105812952730.797,115128905716.297,113663598494.847,129363521385.089,
Slovenia,SVN,GNI (current US$),NY.GNP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18038635210.426,13173650219.2566,13027215987.5351,13227357732.1097,15254430518.0103,21458485644.9656,21563788951.8414,20753634453.7815,22112575014.4258,22692096242.584,20240379896.6853,20859261599.2103,23284719201.995,29319208608.1222,33933993522.6707,35866164656.1373,38985718228.5786,46962587595.128,54319399961.3,49729127533.9386,47569634553.8168,50883600760.681,45851550969.7617,47767746832.5068,49538339538.6998,41777966741.8734,43632048585.5441,47713353120.1966,53372127792.3945,53555776974.3685,53456563151.3511,61087662970.4137,58905498955.8115,67196267038.1214,
Sweden,SWE,GNI (current US$),NY.GNP.MKTP.CD,15735718748.9898,17111932062.2756,18561604196.6381,20084098837.3104,22413827349.1366,24653524758.9401,26808514624.8066,29082920112.786,30850579395.5682,33491821172.8516,37515552655.9963,40990818197.7799,48314218251.3019,58721710209.9695,65215350272.5594,81875637011.7047,88156396611.4925,92894736254.909,102550754896.536,121224129364.839,140098077123.132,127310131927.164,111727759844.65,102305416911.218,106434177808.941,111204212624.507,147442169127.969,180029993848.969,203470249706.228,213859899331.462,255424756031.628,265721616039.686,272062878017.789,202589613793.458,221472265422.499,259831214164.552,283992543990.456,261156924124.743,265022201537.126,273635626452.363,262994913885.311,242580960587.079,267612328105.904,339970691169.014,387293608567.269,397558978201.817,434074299964.761,505966887613.186,535559769992.869,446774804672.189,509281261515.021,585817912459.71,565134029822.071,600021645780.365,594247305519.704,509378076586.903,518858248518.89,550608799437.508,566553766256.078,550015431692.229,566842109628.446,666610916613.642,617682795152.453,616804949244.811,
Eswatini,SWZ,GNI (current US$),NY.GNP.MKTP.CD,29757968.0968128,36577505.3689979,38933424.4266302,46000901.5996394,55176217.9295128,59639976.1440095,67899972.8400109,65799973.6800105,70279971.8880112,91839963.2640147,97439961.0240156,123878487.228352,131646557.61163,191798074.526017,230420897.248913,,,,,,,,,,,,,,,,1173712616.25442,1225885094.60167,1368034413.57581,1405109185.48649,1402772052.93007,1779533206.41783,1734817527.0256,1854822652.61736,1633802840.08564,1635607655.24552,1772296532.42126,1644811327.54876,1435485075.20387,2155641409.91327,2772685197.22583,3356400330.34937,3305330021.24034,3510481231.27758,3288884309.26026,3504876408.98151,4212614314.93267,4528146052.15826,4571223253.09633,4400179046.08736,4235855029.40478,3903725441.89294,3610865372.30658,4107866513.12137,4346320987.00161,4013374461.80539,3595523943.28297,4488321922.47607,5167691727.37081,4289384743.68077,
Sint Maarten (Dutch part),SXM,GNI (current US$),NY.GNP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,903200726.256983,955047094.972067,1000318938.54749,1318694469.27374,1376294134.07821,1391252793.29609,1326983575.41899,1230764692.73743,1358106648.04469,1205403240.22346,1321261340.78212,1500475299.41341,,
Seychelles,SYC,GNI (current US$),NY.GNP.MKTP.CD,11970024.5385503,11550023.6775485,12600025.830053,13860028.4130582,15330031.4265644,15540031.8570653,16380033.5790688,16569895.0276438,16020027.5544474,16380028.1736485,18360031.5792543,21874805.7471677,30532732.494114,36749283.3430382,42959152.6841931,47620627.8622154,47149281.0979766,60653770.7190651,80043529.8722022,118370666.308733,151448994.317853,161438745.091984,153182818.963999,151281197.285554,155156290.278596,173776423.767996,212663693.282856,251248691.137584,284599375.867339,309419406.015215,379009857.419101,387511806.837492,452115972.588297,493384409.594612,513713101.78409,521098028.098028,520219863.578744,586711548.875902,626326162.558674,637981338.324754,622578637.012701,644628634.331602,674126049.970867,707853401.68722,902449127.272727,987707672.727273,1091791860.85021,1006044700.39068,900944344.985108,795693184.540123,927738128.966303,985285911.545984,1086240639.70667,1250774894.19448,1299831890.29165,1349188913.11165,1459330975.169,1562444817.2832,1699144648.12567,1794024905.13602,1333464346.73047,1424837754.71952,1994563783.75784,2124655768.52687,
Syrian Arab Republic,SYR,GNI (current US$),NY.GNP.MKTP.CD,825845755.299917,910158511.964281,1069320681.61048,1155878752.54037,1287648743.70709,1420913161.38572,1297268629.44421,1527562140.82289,1696483003.42974,2171014388.08859,2069726976.68392,2504775681.6148,2959343023.53418,3138995627.59832,5020753599.46739,6620794630.71799,7381824224.02588,7466665815.45867,9023835670.96579,9648392072.79424,12654060973.6819,15003572177.5793,15629544655.8549,16896792860.5365,16846368473.6761,15781212820.6837,12743525091.5583,10571586157.8487,9812598226.50711,8836876265.11137,11152377822.93,11735351400,12033492636.5616,12467728522.6849,9599663286,10812859169.6607,12843834860.2794,12877699118.677,13721487019.2308,14240630500,17208185053.3808,18552254311.2404,18917039446.9296,19930501930.5019,23181782178.2178,26381417624.5211,31430303030.303,38148578293.9527,49342684366.8725,50941610017.9255,57408367324.797,62976957356.2598,41500138770.0033,20440062141.479,20679218989.5006,15846726792.8577,12131412788.7207,15776320903.3045,20708643164.6012,21724169912.1711,10706685871.3449,8566766139.61152,,,
Turks and Caicos Islands,TCA,GNI (current US$),NY.GNP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,789570000,879070000,991352000,1031041663.2,1125949004.5304,1149285211.72521,774953669.315186,1050982453.5755,1225894382.95121,1342454390.94734,
Chad,TCD,GNI (current US$),NY.GNP.MKTP.CD,311461552.406791,330890639.929686,354195585.048782,368469401.456395,389154506.62813,413496540.415536,429544066.580007,452006359.422906,454660195.609314,473927700.66741,472395974.290263,504596774.718088,589275230.131814,650955197.31884,656490433.330524,872230330.978676,874235974.167938,941449817.135268,1119848850.81203,1002051757.83617,1038056270.04468,873458086.944392,832288384.360111,826687138.551492,911618330.134366,1027594525.52513,1059020853.13567,1152744655.40735,1469247180.22235,1424250575.37453,1720769010.35032,1874628233.22771,1884677287.75626,1423194656.66401,1171969807.51042,1440773144.90019,1597137164.80635,1528104862.76467,1744116452.23035,1533049608.81054,1370995780.85984,1688295031.67209,1936981283.91027,2284427678.42187,3727138752.81425,5624396736.40606,6216752621.19847,7450472992.58595,8724999838.06055,8903735877.46304,10312400156.7342,11856127557.8128,12067689658.1783,12362321620.2327,13336601200.4318,10618477308.952,9911697343.60347,9869508104.40075,11075018517.4464,11140998348.157,10561570203.5702,11605895381.019,12212890619.3709,12956602266.8465,
East Asia & Pacific (IDA & IBRD countries),TEA,GNI (current US$),NY.GNP.MKTP.CD,79053023223.3528,69683491349.8086,63603177120.1803,68786691154.8326,79450406735.8659,92573353667.756,101304551788.923,98421782441.2023,99385438687.913,111743088217.277,124407148570.44,133532439338.554,151826696455.496,190776216106.042,215597238638.978,242175464117.696,246297127557.731,283633529948.978,274524593261.906,317472556298.982,365911654767.143,390733857472.11,410098502685.833,429300784315.887,464507140435.58,509462470085.376,495307500423.482,478096247573.647,546468387936.967,612114106752.256,657208417585.009,712879029542.835,798889567571.895,877509229894.29,1059860088128.72,1297622929465.81,1491588737304.49,1545843254223.58,1411025877118.83,1552372438820.88,1705693174533.05,1816617329332.13,2017202641132.22,2286808564080.74,2656531561348.82,3068336360347.18,3714367929520.43,4715235153552.87,5987842029869.38,6457923700233.88,7841000349658.29,9547933409719.95,10691198893911,11735855097945.2,12757166424346.8,13214573576773.6,13501172341845.3,14798052000100.7,16507372896224.6,17102160406167.1,17309100140085.9,20619096858304.6,20909462654960.6,20952789263665.9,
Europe & Central Asia (IDA & IBRD countries),TEC,GNI (current US$),NY.GNP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,949995989810.054,1007532871618.87,992040463418.458,910902201831.46,908702424428.303,825272866719.136,913563667572.575,939323050712.444,965847803544.714,930807760137.096,807805735905.659,879109122877.243,896260036955.602,1007421384218.06,1231473214213.21,1593140696496.77,1994748870808.94,2399198231858.49,3089180826566.33,3819727819161.5,3023842311843.38,3554376031371.7,4314730230813.97,4511813635602.12,4769241615784.92,4515288205549.8,3547000560777.06,3399505059097.96,3807450476708.22,3966959293509.73,4036491681927.56,3813227886572.9,4492958736424.02,5096496881198.01,5348441925367.23,
Togo,TGO,GNI (current US$),NY.GNP.MKTP.CD,170581701.563782,177280840.92095,186867995.844879,205930566.594423,237746652.193003,258905526.957043,303827596.902702,323815843.592208,336491586.08187,372891826.470615,354165925.0943,400044324.653262,466329984.197276,561275285.109596,791850303.098949,866928969.221559,870747742.682834,1084665219.10025,1143551983.26667,1237506158.77659,1564889842.0514,1331241924.44733,1117976311.69359,1038245135.82363,975356151.68252,1038631214.35375,1456233577.96098,1716795786.56412,1897585764.40605,1870793351.71388,2267197113.11814,2233807208.20728,2363595468.98827,1751126430.55617,1342795786.27571,1815493213.04506,2043057112.70755,2087983805.09348,2218309221.38093,2188183989.96341,2077702360.39431,2064143038.55638,2388850153.06347,2964600605.19434,3156802020.72512,3187373260.65229,3283084156.01629,3729691271.79611,4563715130.30397,4702775174.59322,4722896939.15003,5656293246.11648,5419520492.65427,6046989121.2169,6439476563.95556,5887730069.13217,6114776688.37141,6392420306.8336,7048636180.15906,7014819501.26785,7443023219.44051,8360888241.21407,8209395367.78443,9210663734.00908,
Thailand,THA,GNI (current US$),NY.GNP.MKTP.CD,2753697745.05195,3026767552.58224,3301403462.64368,3532721934.70955,3881192365.38462,4385851076.92308,5275528663.46154,5644903975.96154,6087115225.96154,6701057576.92308,7096153798.07692,7370191951.92308,8149027109.52951,10794667434.461,13698090174.0718,14882770593.9796,16941090934.6879,19720489180.8634,23829540408.9958,27063114880.2269,32090088879.5969,34294490767.2131,36027949354.6902,39751452444.8485,41313242303.5488,38252597435.2336,42243618506.535,49664855177.4854,60687965653.1909,71329885056.6216,84097209700.5714,96721515527.3223,109344961863.972,126723234413.041,144068664624.092,166006653936.541,178425780727.321,145705501031.841,109263635846.44,122785641250.875,123900114886.384,116932294140.021,129579498251.9,146056549105.901,165383729445.385,180829127106.253,213513981039.483,253993974943.234,280756506237.554,271838809880.739,326815388832.283,361875003955.99,379342666424.563,393467486312.148,386381481702.815,380594916735.618,393948949386.684,435913240648.276,482264933708.604,523977887377.21,489367035950.047,488672219203.916,481390360909.718,502920778919.97,
Tajikistan,TJK,GNI (current US$),NY.GNP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2603571428.57143,2550943396.22642,1908554572.27139,1646995808.10433,1309651898.73418,1183038675.98278,967357360.406091,897921871.915751,1287131369.70868,1057094245.23668,824412233.59422,1030086266.20442,1179977808.59315,1485016464.86684,2018638461.83885,2660524577.20306,3460593443.86747,4729663327.31345,6649276639.77731,5953362631.39956,6969749692.10775,8316624763.05171,9744488621.92436,11112718542.523,11296415927.1155,9797996695.50327,8081792570.51881,8637196303.70133,8990673043.81483,9631287021.79045,9498106073.45013,10758910057.1676,14210918854.2368,15143750556.1562,
Turkmenistan,TKM,GNI (current US$),NY.GNP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3040000000,2950000000,3200000000,3203492063.49206,2652334801.76211,2500649115.79388,2396081798.64948,2534885957.24127,2638329137.91627,2444986271.70897,2727383250.38665,3429772727.49554,4339729122.08788,5899440592.8639,6731351088.46688,7541355716.8784,9650674364.89607,12299718574.1088,18235683677.4445,18957543859.6491,20689157894.7368,26406333333.3333,31835210526.3158,35782543859.6491,39603210526.3158,33705628571.4286,35225885714.2857,36352285714.2857,39048469257.1429,44588356857.1429,45566594285.7143,49698385714.2857,55770840771.4286,59381872960.8963,
Latin America & the Caribbean (IDA & IBRD countries),TLA,GNI (current US$),NY.GNP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939452113637.943,998262999657.781,1091450026811.03,1200431092782.46,1432476485661.23,1665865266844.28,1813225305077.92,1973589183618.12,2164875494753.53,2182778214845.55,1952101960044.17,2158393476126.14,2106669052762.53,1879362421897.09,1908467667824.52,2190291597989.48,2658110747771.93,3142875745693.78,3730751132603.37,4356955915418.35,4073435383048.86,5061249923488.15,5764555516453.17,5832607273464.04,6000103963935.76,6119428254079.91,5075991440162.6,4927074023995.55,5488408871167.98,5333686049770.44,5247154163916.4,4428720515287.66,5133944262294.81,5860249192918.94,6570875507844.03,
Timor-Leste,TLS,GNI (current US$),NY.GNP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258420520.926449,297730400,378714300,437212900,481810400,529740000,618702700,644937500,656541300,454231100,515263700,632908100,759483400,662036300,681188500,844992500,1301035600,1969382800,3263558900,2523605900,3324140000,4581072400,4318281900,4151960900,3337734900,2793382100,2232596900,2270974000,2245937300,3131177400,2911201400,3945488500,3258519000,2581295062.23926,
Middle East & North Africa (IDA & IBRD countries),TMN,GNI (current US$),NY.GNP.MKTP.CD,,17807283188.323,18212035283.7862,20279273017.5674,22249797416.1133,24582559641.6401,25951904633.7485,28280009281.1425,31826958505.6897,35752913248.9872,39820778163.5473,45827037296.8542,56350942461.0873,74274161901.4227,116677226793.702,134063733445.011,163590363631.408,188367704466.848,201040794074.843,252389759770.236,299394199044.337,284054709132.452,316346617634.238,352672870353.239,367886417696.096,396333669128.692,428115381307.115,370927921228.509,352554068214.932,353188973792.233,492690331077.76,248047376711.068,272389124650.287,282308573963.493,299688669571.661,332251411110.222,372323167892.591,390541342729.425,402172174044.014,433929747586.528,461328066779.861,469385280798.265,452585784295.027,495927753235.841,590342902262.194,690901665942.895,815164767836.623,1008530396915.58,1251515175736.79,1208144718314.34,1390886136461.91,1624759709400.06,1757688309225.57,1614179758786.39,1593612206098.38,1431705300609.06,1470932601873.15,1469660386112.45,1390034009150.52,1397019396055.05,1288353224226.67,1492918801442.27,1714144062809.76,1604229965840.49,
Tonga,TON,GNI (current US$),NY.GNP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,66103194.6678924,65118166.1426108,62433333.3333333,66290478.2799473,62703401.0754941,71941176.4705882,85037809.8305559,113979321.541485,110653953.118792,116504861.861398,134516427.579824,138576200.727489,139559971.098266,204821466.444478,212551734.990951,227113158.535595,220047249.703205,199383579.088472,205665213.70756,207445630.522436,181792226.331841,186164144.944038,203117735.153295,232974581.354185,261166977.513279,297407798.258757,303189398.531757,350231171.1761,322166871.71393,378768090.885102,426548682.7102,484563982.507853,461951651.110036,443073544.464094,441518253.689696,422787258.94059,478636684.621694,518922418.980173,553365042.224235,525210300.470057,499456301.04723,539142714.144288,,
South Asia (IDA & IBRD),TSA,GNI (current US$),NY.GNP.MKTP.CD,46320905245.6287,49065215311.5656,52474736446.1671,59443997478.2575,68788980451.7087,73708630243.8692,60066340014.7216,66237480500.0372,69522159859.2102,76195850607.2913,82533555650.7274,88665343391.3637,91774944486.7532,104047233114.542,126146982843.58,135007279142.697,131629820280.066,152439309786.368,174013264199.105,195547193724.041,236079521346.229,250118651609.595,258054027843.892,272952647197.057,271274702935.905,295019417509.08,312195496833.813,346314298872.227,371128216128.14,374183355450.084,402261526355.523,357260257849.529,379458416632.531,376298326860.932,427162401350.15,474619988696.688,519904964719.418,545719393453.09,553228707280.243,593726693042.094,641982194670.692,657511938697.289,691644088991.417,807208422028.777,937020153903.314,1070383887795.35,1214542452585.81,1532052551976.18,1554500361799.55,1697746830343.59,2069593587749.83,2284246306554.96,2313093296503.49,2373142727019.62,2596468365485,2715244830878.82,2989637414619.35,3407972747099.74,3509893041447.82,3637124166516.46,3465028027800.65,4057754767250.51,4291816962410.19,4431938550530.37,
Sub-Saharan Africa (IDA & IBRD countries),TSS,GNI (current US$),NY.GNP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407802299559.832,387230629684.873,444466034249.691,449567287744.178,468664138909.625,446539640523.158,444568860869.082,462073174715.76,429760233343.439,449787777844.531,589559358888.434,725358037556.245,843513468318.493,955821914209.401,1099090719956.64,1203982400842.15,1161350407250.02,1367095508107.92,1536072289658.47,1607281090475.37,1706438192273.97,1803732039946.09,1616253145314.95,1484556694376.6,1576952944645.48,1728405911862.15,1779260326916.51,1682327030223.4,1881227835836.73,1998269618270.78,1982368316616.31,
Trinidad and Tobago,TTO,GNI (current US$),NY.GNP.MKTP.CD,483695969.200257,518287347.605437,553053724.552295,678236014.699878,711894067.549437,736568861.926151,655311205.739952,693343305.908751,690550000,707550000,756750000,829814167.805965,1012595638.36985,1216823193.14006,1756721215.66335,2359249700.43322,2391821988.66902,2945291666.66667,3484458333.33333,4347791666.66667,5920875000,6648666666.66667,7925708333.33333,7658708333.33333,7526458333.33333,7027836734.69388,4536444444.44444,4314777777.77778,4194881341.77116,3945411764.70588,4671223529.41177,4865835294.11765,4991458823.52941,4343667451.55202,4535150297.89532,4939153703.89051,5245521706.54943,5356557688.30878,5702412174.71381,6409082522.34517,7525838201.21274,8285573236.86068,8528473714.53262,10624559800.4797,12882975123.0354,15189282462.3786,17413161100.7256,20672820043.6143,26643587349.5413,18155065223.9207,21078448388.3617,22613157193.4533,25038329211.7706,27143126160.2459,27976690181.943,26786443866.0311,23288692363.0368,24089299977.8745,23869079488.3913,23168754304.6652,19751571314.3043,24405505940.6673,28681575132.142,27093944790.2911,
Tunisia,TUN,GNI (current US$),NY.GNP.MKTP.CD,,864914819.047619,872934628.571429,1014217142.85714,1011386801.12045,966666666.666667,1014285714.28571,1048761904.7619,1164761904.7619,1234095238.09524,1380190476.19048,1628556730.80049,2162097580.50486,2610556077.38214,3419868593.47366,4193234841.5356,4316483003.90648,4910256410.25641,5752683392.16332,6922418331.84898,8450728574.95678,8126098614.025,7839177093.79079,8083186130.14481,8000303797.59871,8058516757.42005,8596159586.11083,9210631113.77136,9598463052.16576,9623404517.54465,11882386363.6364,12518043478.2609,14769462469.1752,13684592255.7789,14744936997.926,17173628000.423,18549467438.1143,19848396069.1124,20951502777.2289,22061581908.997,20530640563.8649,21125269598.5926,22163303517.6084,26386424703.0171,29910387027.5166,30609441874.8405,32795402039.7814,36887349202.955,42362000483.7105,41333728314.6026,44139124353.7795,45963001044.9054,45406928007.8264,46623799470.4116,48568157921.8637,44599350028.6752,43403523130.2312,41171063372.4955,41650260477.7648,40813336000.5153,41095052621.3235,45582180787.9642,43606718412.8313,47219686966.4431,
Turkiye,TUR,GNI (current US$),NY.GNP.MKTP.CD,,,,,,,,15577777777.7778,17411111111.1111,19366666666.6667,17781818181.8182,16080000000,20528571428.5714,25864285714.2857,35238207589.2857,45873678452.1429,51149004687.5,58342290711.1111,65467326945.8333,88637689032.2581,67705123984.2105,69751372073.8739,62885401938.6503,60334577404.4444,58435921572.2071,65679808950.1916,73797394733.3333,85104560633.6056,88361564641.3502,104800543157.399,148147844653.124,148371860019.175,156469077415.6,177668010923.987,127387439629.842,166117724942.742,178537588600.209,186864705495.012,272957265537.503,252858789158.108,270292626423.701,196753123480.321,235695070613.166,309038571376.221,403256429261.394,500944717222.531,551091156026.835,675043124770.229,762847134585.508,641632325737.438,770452267925.786,831536291661.567,873967885708.304,949181118917.851,930726607714.177,854629812144.004,860501882366.186,848260493929.361,767897199386.128,749161946142.448,711744497671.077,809183254218.337,898339435731.525,1096809373259.51,
