RK,Team,Total Points,Previous Points,+/-,Match window,More
65,North Macedonia,1355.28,1358.51,-3.23,LD,
66,Albania,1353.03,1354.11,-1.08,WLL,
67,South Africa,1350.36,1349.59,0.77,DW,
68,Iraq,1342.39,1343.01,-0.62,DL,
69,Montenegro,1339.15,1341.03,-1.88,,
70,United Arab Emirates,1338.48,1337.57,0.91,WL,
71,Bulgaria,1336.71,1335.36,1.35,DW,
72,Cabo Verde,1336.05,1336.05,-,,
73,Congo DR,1333.92,1333.92,-,,
74,El Salvador,1326.86,1330.51,-3.65,L,
75,Oman,1321.24,1320.29,0.95,WL,
76,Israel,1315.67,1316.55,-0.88,LW,
77,Uzbekistan,1312.64,1309.98,2.66,DW,
78,Georgia,1305.98,1307.34,-1.36,L,
79,Gabon,1305.47,1301.84,3.63,WW,
80,China PR,1305.06,1305.06,-,,
81,Honduras,1300.78,1301.98,-1.2,DL,
82,Bolivia,1294.96,1296.28,-1.32,L,
83,Guinea,1290.47,1290.47,-,,
84,Jordan,1289.99,1289.99,-,,
85,Bahrain,1280.27,1280.64,-0.37,LD,
86,Curaçao,1278.64,1278.64,-,,
87,Haiti,1269.07,1269.07,-,,
88,Zambia,1265.15,1267.41,-2.26,L,
89,Uganda,1260.69,1260.69,-,,
90,Syria,1251.46,1255.92,-4.46,LL,
91,Benin,1247.47,1247.47,-,,
92,Luxembourg,1245.35,1243.8,1.55,DD,
93,Palestine,1233.72,1233.72,-,,
94,Kyrgyz Republic,1232.91,1230.22,2.69,,
95,Armenia,1231.76,1233.93,-2.17,LD,
96,Vietnam,1228.63,1226.65,1.98,W,
97,Belarus,1221.68,1221.06,0.62,LW,
98,Equatorial Guinea,1215.66,1215.66,-,,
99,Congo,1208.79,1208.79,-,,
100,Lebanon,1208.47,1211.71,-3.24,L,
101,Kenya,1202.26,1202.26,-,,
102,Madagascar,1200.74,1200.74,-,,
103,Mauritania,1197.58,1197.58,-,,
104,Trinidad and Tobago,1195.29,1195.29,-,,
105,New Zealand,1193.98,1193.98,-,,
106,India,1192.09,1192.09,-,,
107,Kosovo,1187.03,1187.01,0.02,DD,
108,Tajikistan,1187.02,1185.7,1.32,D,
109,Estonia,1186.27,1184.64,1.63,WL,
110,Cyprus,1185.17,1183.82,1.35,WL,
111,Thailand,1173.4,1174.92,-1.52,LW,
112,Korea DPR,1169.96,1169.96,-,,
113,Namibia,1164.13,1164.13,-,,
114,Mozambique,1163.56,1165.22,-1.66,L,
115,Kazakhstan,1163.09,1166.63,-3.54,LL,
116,Sierra Leone,1160.31,1160.31,-,,
117,Angola,1158.81,1155.9,2.91,DW,
118,Guinea-Bissau,1158.77,1160.71,-1.94,DL,
119,Guatemala,1157.56,1156.7,0.86,WL,
120,Libya,1156.74,1154.25,2.49,W,
121,Azerbaijan,1151.82,1146.72,5.1,WW,
122,Niger,1148.53,1152.8,-4.27,LL,
123,Faroe Islands,1146.31,1147.17,-0.86,DL,
124,Malawi,1144.97,1144.97,-,,
125,Zimbabwe,1138.56,1138.56,-,,
126,The Gambia,1137.57,1137.47,0.1,D,
127,Togo,1128.92,1128.92,-,,
128,Sudan,1127.34,1127.34,-,,
129,Comoros,1123.18,1123.18,-,,
130,Tanzania,1119.89,1119.89,-,,
131,Antigua and Barbuda,1117.01,1117.01,-,,
132,Central African Republic,1116.97,1116.97,-,,
133,Latvia,1116.96,1114.21,2.75,LW,
134,Philippines,1113.15,1115.13,-1.98,L,
135,Turkmenistan,1100.47,1100.47,-,,
136,Solomon Islands,1095.7,1095.7,-,,
137,Rwanda,1093.66,1093.66,-,,
138,Ethiopia,1091.19,1091.19,-,,
139,Suriname,1077.3,1077.3,-,,
140,St Kitts and Nevis,1076.91,1076.91,-,,
141,Burundi,1075.27,1076.26,-0.99,L,
142,Nicaragua,1071.74,1071.83,-0.09,LWLL,
143,Eswatini,1070.89,1070.89,-,,
144,Lithuania,1069.12,1069.75,-0.63,LL,
145,Malaysia,1066.6,1062.32,4.28,WW,
146,Hong Kong,1062.39,1062.39,-,,
147,Lesotho,1061.4,1061.4,-,,
148,Kuwait,1056.64,1053.41,3.23,W,
149,Botswana,1054.43,1056.46,-2.03,L,
150,Liberia,1049.66,1049.66,-,,
151,Indonesia,1033.9,1033.9,-,,
152,Dominican Republic,1031.86,1031.86,-,,
153,Andorra,1031.13,1035.2,-4.07,LL,
154,Yemen,1023.52,1023.52,-,,
155,Afghanistan,1023.04,1023.04,-,,
156,Maldives,1021.18,1026.09,-4.91,LL,
157,Chinese Taipei,1021.02,1017.78,3.24,W,
158,Papua New Guinea,1007.46,1007.46,-,,
159,Myanmar,1006.16,1007.89,-1.73,L,
160,Singapore,1006.1,1003.5,2.6,W,
161,New Caledonia,995.58,995.58,-,,
162,Tahiti,995.11,995.11,-,,
163,Fiji,989.43,989.43,-,,
164,Vanuatu,985.62,985.62,-,,
165,South Sudan,983.99,983.99,-,,
166,Barbados,982.27,982.27,-,,
167,Malta,978.95,977.92,1.03,LD,
168,Cuba,978.65,978.65,-,,
169,Bermuda,977.47,977.47,-,,
170,Puerto Rico,974.32,974.32,-,,
171,Guyana,968.74,968.74,-,,
172,St Lucia,964.73,965.66,-0.93,D,
173,Grenada,963.72,963.72,-,,
174,Moldova,958.88,961.23,-2.35,LL,
175,Nepal,956.94,954.86,2.08,W,
176,Belize,950.88,950.88,-,,
177,Cambodia,946.66,948.62,-1.96,L,
178,St Vincent and the Grenadines,945.25,945.25,-,,
179,Montserrat,940.78,940.78,-,,
180,Mauritius,932.02,932.02,-,,
181,Chad,930.22,930.22,-,,
182,Macau,922.1,922.1,-,,
183,Mongolia,913.55,913.55,-,,
184,Dominica,911.51,911.51,-,,
185,Bhutan,910.96,910.96,-,,
186,São Tomé and Príncipe,908.18,908.18,-,,
187,Laos,905.51,905.51,-,,
188,American Samoa,900.27,900.27,-,,
189,Cook Islands,899.33,899.33,-,,
190,Brunei Darussalam,898.02,898.41,-0.39,LW,
191,Samoa,894.26,894.26,-,,
192,Bangladesh,884.45,884.45,-,,
193,Djibouti,875.05,875.05,-,,
194,Cayman Islands,865.72,865.72,-,,
195,Pakistan,864.72,866.81,-2.09,L,
196,Tonga,861.81,861.81,-,,
197,Timor-Leste,860.45,860.06,0.39,WL,
198,Liechtenstein,859.84,862.39,-2.55,L,
199,Seychelles,859.56,859.56,-,,
200,Gibraltar,858.04,852.16,5.88,WW,
201,Eritrea,855.56,855.56,-,,
202,Aruba,855.37,855.37,-,,
203,Bahamas,854.8,854.8,-,,
204,Somalia,854.72,854.72,-,,
205,Guam,838.33,838.33,-,,
206,Turks and Caicos Islands,832.0,832.0,-,,
207,Sri Lanka,825.25,825.25,-,,
208,US Virgin Islands,823.97,823.97,-,,
209,British Virgin Islands,809.32,809.32,-,,
210,Anguilla,790.74,790.74,-,,
211,San Marino,763.15,762.22,0.93,D,
